Distributor,Brand Name,Product,Type,Size in liters,Price per bottle,SKU,
Martignetti,Martin Ray,MARTIN RAY CHARDONNAY SONOMA,Domestic Chardonnay,0.75,19.99,041065 ⇢,
Martignetti,Menage a Trois,MENAGE A TROIS GOLD CHARDONNAY,Domestic Chardonnay,0.75,12.99,013097 ⇢,
Martignetti,Mer Soleil,MER SOLEIL RESERVE CHARDONNAY SLH,Domestic Chardonnay,0.75,24.99,041537 ⇢,
Martignetti,Mer Soleil,MER SOLEIL SILVER CHARDONNAY UNOAKED SLH,Domestic Chardonnay,0.75,15.99,045885 ⇢,
Martignetti,Merryvale,MERRYVALE CHARDONNAY SONOMA COAST 2022,Domestic Chardonnay,0.75,39.99,061639 ⇢,
Martignetti,Migration by Duckhorn,MIGRATION SPLIT RAIL VYD CHARDONNAY,Domestic Chardonnay,0.75,24.99,028868 ⇢,
Martignetti,Mon Frere,MON FRERE CHARDONNAY,Domestic Chardonnay,0.75,8.79,035317 ⇢,
Martignetti,Nantucket Vineyard,NANTUCKET VINEYARD CHARDONNAY,Domestic Chardonnay,0.75,17.99,020222 ⇢,
Martignetti,Napa Cellars,NAPA CELLARS CHARDONNAY  NAPA VALLEY,Domestic Chardonnay,0.75,19.99,046189 ⇢,
Martignetti,Neyers Vineyards,NEYERS VINEYARDS CHARDONNAY CARNEROS DISTR,Domestic Chardonnay,0.75,38.99,023345 ⇢,
Martignetti,Neyers Vineyards,NEYERS VINEYARDS 304 CHARDONNAY,Domestic Chardonnay,0.75,29.99,029080 ⇢,
Martignetti,Nickel & Nickel,NICKEL & NICKEL TRUCHARD CHARDONNAY,Domestic Chardonnay,0.75,64.99,025104 ⇢,
Martignetti,Ninety Cellars,NINETY+CELLARS LOT 152 CHARDONNAY,Domestic Chardonnay,0.75,11.99,023979 ⇢,
Martignetti,Ninety Cellars,NINETY+CELLARS LOT 130 CHARDONNAY,Domestic Chardonnay,0.75,13.99,026567 ⇢,
Martignetti,Owls Nest,OWLS NEST GOLD CHARDONNAY,Domestic Chardonnay,0.75,9.99,030071 ⇢,
Martignetti,Peter Michael,PETER MICHAEL LA CARRIERE EST CHARD 2022,Domestic Chardonnay,0.75,119.99,060385 ⇢,
Martignetti,Plumpjack,PLUMPJACK RESERVE CHARDONNAY,Domestic Chardonnay,0.75,59.99,024426 ⇢,
Martignetti,Ramey,RAMEY CHARDONNAY  RUSSIAN RIVER VALLEY,Domestic Chardonnay,0.75,52.99,036087 ⇢,
Martignetti,Ramey,RAMEY CHARD SONOMA COAST FT ROSS SEAVIEW,Domestic Chardonnay,0.75,52.99,043152 ⇢,
Martignetti,Red Car,RED CAR SONOMA COAST CHARDONNAY,Domestic Chardonnay,0.75,33.99,024261 ⇢,
Martignetti,Rodney Strong,RODNEY STRONG CHARDONNAY,Domestic Chardonnay,0.75,15.99,006249 ⇢,
Martignetti,Rodney Strong,RODNEY STRONG CHARDONNAY CHALK HILL,Domestic Chardonnay,0.75,18.99,006742 ⇢,
Martignetti,Rodney Strong Select,RODNEY STRONG SELECT SONOMA COUNTY CHARDON,Domestic Chardonnay,0.75,11.99,028119 ⇢,
Martignetti,RoseRock,ROSEROCK CHARDONNAY,Domestic Chardonnay,0.75,38.99,032293 ⇢,
Martignetti,Rutherford Ranch,RUTHERFORD RANCH CHARDONNAY,Domestic Chardonnay,0.75,31.99,021098 ⇢,
Martignetti,Saintsbury,SAINTSBURY SANGIACOMO CHARD GR ACRES VYD,Domestic Chardonnay,0.75,49.99,034642 ⇢,
Martignetti,Salmon Run,SALMON RUN CHARDONNAY,Domestic Chardonnay,0.75,14.99,037311 ⇢,
Martignetti,SamSara,SAMSARA CHARDONNAY SANTA RITA HILLS,Domestic Chardonnay,0.75,39.99,038525 ⇢,
Martignetti,Saracina,SARACINA UNOAKED CHARDONNAY,Domestic Chardonnay,0.75,19.99,038847 ⇢,
Martignetti,Sea Sun,SEA SUN CHARDONNAY,Domestic Chardonnay,0.75,15.99,033290 ⇢,
Martignetti,Seaglass,SEAGLASS CHARDONNAY,Domestic Chardonnay,0.75,12.99,015548 ⇢,
Martignetti,Sean Minor,SEAN MINOR 4B CHARDONNAY CALIFORNIA,Domestic Chardonnay,0.75,16.99,017332 ⇢,
Martignetti,Sean Minor,SEAN MINOR CHARDONNAY SONOMA COAST,Domestic Chardonnay,0.75,24.99,035408 ⇢,
Martignetti,Shafer,SHAFER RED SHOULDER RANCH CHARD 2021,Domestic Chardonnay,0.75,63.99,038517 ⇢,
Martignetti,Sojourn,SOJOURN CHARDONNAY SANGIACOMO VYD,Domestic Chardonnay,0.75,49.99,015690 ⇢,
Martignetti,Sokol Blosser,SOKOL BLOSSER CHARDONNAY DUNDEE HILLS,Domestic Chardonnay,0.75,29.99,033854 ⇢,
Martignetti,Sonoma Cutrer,SONOMA CUTRER CHARDONNAY RRV,Domestic Chardonnay,0.75,22.99,026949 ⇢,
Martignetti,Sonoma Cutrer,SONOMA CUTRER CHARDONNAY CUTRER,Domestic Chardonnay,0.75,31.99,030735 ⇢,
Martignetti,Sonoma Cutrer,SONOMA CUTRER CHARDONNAY SONOMA COAST,Domestic Chardonnay,0.75,26.99,044712 ⇢,
Martignetti,Sonoma Junction,SONOMA JUNCTION CHARDONNAY,Domestic Chardonnay,0.75,5.99,016184 ⇢,
Martignetti,Stags Leap,STAGS LEAP  CHARDONNAY NAPA,Domestic Chardonnay,0.75,34.99,035960 ⇢,
Martignetti,Sterling Napa,STERLING CHARDONNAY,Domestic Chardonnay,0.75,19.99,011067 ⇢,
Martignetti,Sterling Vintners Cans,STERLING CHARDONNAY  ALUMINUM CANS,Domestic Chardonnay,0.38,7.99,033341 ⇢,
Martignetti,Sterling Vintners Cltn,STERLING CHARDONNAY VINTNERS CLTN C COAST,Domestic Chardonnay,0.75,9.99,032907 ⇢,
Martignetti,Sunny w Chance of Flowers,SUNNY W CHANCE OF FLOWERS POSITIVELY CHARD,Domestic Chardonnay,0.75,14.99,036089 ⇢,
Martignetti,Sutter Home,SUTTER HOME CHARDONNAY,Domestic Chardonnay,0.75,5.99,006241 ⇢,
Martignetti,Sutter Home,SUTTER HOME CHARDONNAY,Domestic Chardonnay,1.5,10.99,006256 ⇢,
Martignetti,Sutter Home,SUTTER HOME CHARDONNAY CLASSIC,Domestic Chardonnay,0.75,6.99,006876 ⇢,
Martignetti,Sutter Home,SUTTER HOME CHARDONNAY TETRA,Domestic Chardonnay,0.5,4.99,028622 ⇢,
Martignetti,Sycamore Lane,SYCAMORE LANE CHARDONNAY,Domestic Chardonnay,0.75,5.79,033211 ⇢,
Martignetti,Sycamore Lane,SYCAMORE LANE CHARDONNAY,Domestic Chardonnay,1.5,10.49,033212 ⇢,
Martignetti,Talley Vineyards,TALLEY VINEYARDS CHARDONNAY,Domestic Chardonnay,0.75,25.99,021561 ⇢,
Martignetti,The Calling,THE CALLING CHARDONNAY SONOMA COAST,Domestic Chardonnay,0.75,27.99,017325 ⇢,
Martignetti,Three Thieves,THREE THIEVES CHARDONNAY,Domestic Chardonnay,0.75,7.99,024127 ⇢,
Martignetti,Trefethen,TREFETHEN CHARDONNAY NAPA VALLEY,Domestic Chardonnay,0.75,39.99,022662 ⇢,
Martignetti,Trinity Oaks,TRINITY OAKS CHARDONNAY,Domestic Chardonnay,0.75,9.99,034508 ⇢,
Martignetti,Truchard Vineyards,TRUCHARD VINEYARDS CHARDONNAY,Domestic Chardonnay,0.75,38.99,032803 ⇢,
Martignetti,Twenty Acres by Bogle,TWENTY ACRES BY BOGLE CHARDONNAY,Domestic Chardonnay,0.75,9.99,036369 ⇢,
Martignetti,Wine Cube,WINE CUBE CHARDONNAY,Domestic Chardonnay,0.5,4.49,025933 ⇢,
Martignetti,Wine Cube,WINE CUBE CHARDONNAY,Domestic Chardonnay,3,16.99,025940 ⇢,
Martignetti,Lang & Reed,LANG   REED CHENIN BLANC MENDOCINO,Domestic Chenin Blanc,0.75,25.99,031435 ⇢,
Martignetti,J Lohr Monterey Roots,J LOHR MONTEREY ROOTS WILDFLOWER VALDIQUIE,Domestic Gamay Beaujolais,0.75,13.99,019071 ⇢,
Martignetti,Bogle,BOGLE MERLOT,Domestic Merlot,0.75,13.99,006595 ⇢,
Martignetti,Ca Momi,CA MOMI MERLOT NAPA VALLEY,Domestic Merlot,0.75,19.99,018743 ⇢,
Martignetti,Cannonball,CANNONBALL MERLOT,Domestic Merlot,0.75,16.99,018943 ⇢,
Martignetti,Chappellet,CHAPPELLET MERLOT NAPA VALLEY,Domestic Merlot,0.75,49.99,029653 ⇢,
Martignetti,Charles & Charles,CHARLES & CHARLES MERLOT,Domestic Merlot,0.75,12.99,022511 ⇢,
Martignetti,Common Man,COMMON MAN MERLOT,Domestic Merlot,0.75,8.99,028753 ⇢,
Martignetti,Crane Lake,CRANE LAKE MERLOT  CALIFORNIA,Domestic Merlot,0.75,6.99,042440 ⇢,
Martignetti,Crane Lake,CRANE LAKE MERLOT  CALIFORNIA,Domestic Merlot,1.5,12.99,042441 ⇢,
Martignetti,Dante,DANTE MERLOT,Domestic Merlot,0.75,10.99,016564 ⇢,
Martignetti,Daou,DAOU SEQUENTIS RESERVE MERLOT,Domestic Merlot,0.75,55.99,038543 ⇢,
Martignetti,Decoy by Duckhorn,DECOY BY DUCKHORN MERLOT,Domestic Merlot,0.75,22.99,018427 ⇢,
Martignetti,Douglass Hill,DOUGLASS HILL MERLOT,Domestic Merlot,0.75,6.99,014099 ⇢,
Martignetti,Duckhorn,DUCKHORN THREE PALMS MERLOT,Domestic Merlot,0.75,109.99,042052 ⇢,
Martignetti,Duckhorn,DUCKHORN MERLOT  NAPA VALLEY,Domestic Merlot,0.75,59.99,044854 ⇢,
Martignetti,Duckhorn,DUCKHORN THREE PALMS MERLOT,Domestic Merlot,1.5,219.99,012555 ⇢,
Martignetti,Emmolo,EMMOLO MERLOT,Domestic Merlot,0.75,21.99,022107 ⇢,
Martignetti,Frogs Leap,FROG'S LEAP MERLOT  NAPA VALLEY,Domestic Merlot,0.75,49.99,035581 ⇢,
Martignetti,Grgich Hills,GRGICH HILLS MERLOT ESTATE GROWN  NAPA VLY,Domestic Merlot,0.75,56.99,010935 ⇢,
Martignetti,J Lohr Cypress,J LOHR CYPRESS MERLOT  CALIFORNIA,Domestic Merlot,0.75,9.99,006981 ⇢,
Martignetti,J Lohr Est Series,J LOHR EST SERIES LOS OSOS MERLOT RESTAURANT CUVEE,Domestic Merlot,0.75,13.49,044705 ⇢,
Martignetti,J Lohr Est Series,J LOHR EST SERIES PASO ROBLES LOS OSOS MERLOT,Domestic Merlot,0.75,19.99,031558 ⇢,
Martignetti,J Lohr Est Series,J LOHR EST SERIES LOS OSOS MERLOT PASO ROBLES,Domestic Merlot,0.38,8.99,038687 ⇢,
Martignetti,Josh Cellars,JOSH CELLARS MERLOT,Domestic Merlot,0.75,18.99,018868 ⇢,
Martignetti,Markham,MARKHAM MERLOT,Domestic Merlot,0.75,29.99,022275 ⇢,
Martignetti,Menage a Trois,MENAGE A TROIS LAVISH MERLOT,Domestic Merlot,0.75,12.99,031438 ⇢,
Martignetti,Napa Cellars,NAPA CELLARS MERLOT  NAPA VALLEY,Domestic Merlot,0.75,20.99,046190 ⇢,
Martignetti,Ninety Cellars,NINETY+CELLARS LOT 92 MERLOT,Domestic Merlot,0.75,10.99,019817 ⇢,
Martignetti,Plumpjack,PLUMPJACK MERLOT NAPA VALLEY,Domestic Merlot,0.75,74.99,045151 ⇢,
Martignetti,Rodney Strong,RODNEY STRONG SONOMA MERLOT,Domestic Merlot,0.75,19.99,025994 ⇢,
Martignetti,Rodney Strong Select,RODNEY STRONG SELECT SONOMA COUNTY MERLOT,Domestic Merlot,0.75,14.99,028118 ⇢,
Martignetti,Stags Leap,STAGS LEAP MERLOT NAPA,Domestic Merlot,0.75,37.99,035961 ⇢,
Martignetti,Sterling Napa,STERLING MERLOT,Domestic Merlot,0.75,23.99,006896 ⇢,
Martignetti,Sterling Vintners Cltn,STERLING MERLOT VINTNERS CLTN CENTRAL COAS,Domestic Merlot,0.75,9.99,032908 ⇢,
Martignetti,Stone Cellars,STONE CELLARS MERLOT  CAL,Domestic Merlot,1.5,13.99,035916 ⇢,
Martignetti,Sutter Home,SUTTER HOME MERLOT,Domestic Merlot,0.75,5.99,006768 ⇢,
Martignetti,Sutter Home,SUTTER HOME MERLOT,Domestic Merlot,1.5,10.99,028069 ⇢,
Martignetti,Sutter Home,SUTTER HOME MERLOT 187-4PK,Domestic Merlot,0.75,6.99,029128 ⇢,
Martignetti,Sycamore Lane,SYCAMORE LANE MERLOT,Domestic Merlot,0.75,5.79,033213 ⇢,
Martignetti,Sycamore Lane,SYCAMORE LANE MERLOT,Domestic Merlot,1.5,10.49,033214 ⇢,
Martignetti,Textbook,TEXTBOOK MERLOT,Domestic Merlot,0.75,26.99,025580 ⇢,
Martignetti,Trinity Oaks,TRINITY OAKS MERLOT,Domestic Merlot,0.75,9.99,034509 ⇢,
Martignetti,Aristotle,ARISTOTLE PETITE SIRAH,Domestic Petite Sirah & Syrah,0.75,11.99,026263 ⇢,
Martignetti,Bogle,BOGLE PETITE SIRAH,Domestic Petite Sirah & Syrah,0.75,13.99,019940 ⇢,
Martignetti,Epiphany,EPIPHANY SYRAH COLSON CANYON,Domestic Petite Sirah & Syrah,0.75,39.99,030088 ⇢,
Martignetti,J Lohr Est Series,J LOHR EST SERIES SOUTH RIDGE SYRAH  PASO ROBLES,Domestic Petite Sirah & Syrah,0.75,14.99,027758 ⇢,
Martignetti,J Lohr Vyd Series,J LOHR VYD SERIES TOWER ROAD PETITE SIRAH,Domestic Petite Sirah & Syrah,0.75,21.99,014935 ⇢,
Martignetti,Plumpjack,"PLUMPJACK SYRAH, NAPA VALLEY",Domestic Petite Sirah & Syrah,0.75,74.99,024658 ⇢,
Martignetti,Ridge,RIDGE LYTTON EST PETITE SIRAH,Domestic Petite Sirah & Syrah,0.75,47.99,017347 ⇢,
Martignetti,Right Hand Man,RIGHT HAND MAN SYRAH,Domestic Petite Sirah & Syrah,0.75,19.99,038967 ⇢,
Martignetti,Sixth Sense,SIXTH SENSE SYRAH  LODI,Domestic Petite Sirah & Syrah,0.75,18.99,041157 ⇢,
Martignetti,Stags Leap,STAGS LEAP PETITE SYRAH,Domestic Petite Sirah & Syrah,0.75,46.99,035962 ⇢,
Martignetti,Bandit,BANDIT PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,1,7.99,043385 ⇢,
Martignetti,Bogle,BOGLE PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,0.75,13.99,037905 ⇢,
Martignetti,California Roots,CALIFORNIA ROOTS PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,1.5,8.99,035404 ⇢,
Martignetti,California Roots,CALIFORNIA ROOTS PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,0.75,4.79,029460 ⇢,
Martignetti,Common Man,COMMON MAN PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,0.75,8.99,015235 ⇢,
Martignetti,Crane Lake,CRANE LAKE PINOT GRIGIO  CALIFORNIA,Domestic Pinot Grigio & Pinot Gris,1.5,12.99,046508 ⇢,
Martignetti,Elk Cove,ELK COVE PINOT GRIS,Domestic Pinot Grigio & Pinot Gris,0.75,24.99,029352 ⇢,
Martignetti,FitVine,FITVINE PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,0.75,16.99,030221 ⇢,
Martignetti,Hess Select,HESS SELECT PINOT GRIS,Domestic Pinot Grigio & Pinot Gris,0.75,15.99,031262 ⇢,
Martignetti,Josh Cellars,JOSH CELLARS PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,0.75,16.99,031245 ⇢,
Martignetti,King Estate,KING ESTATE PINOT GRIS WILLAMETTE VALLEY,Domestic Pinot Grigio & Pinot Gris,0.75,21.99,026557 ⇢,
Martignetti,Menage a Trois,MENAGE A TROIS LIMELIGHT PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,0.75,12.99,034594 ⇢,
Martignetti,Menage a Trois,MENAGE A TROIS PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,0.75,12.99,017162 ⇢,
Martignetti,Mind & Body,MIND AND BODY PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,0.75,13.99,036420 ⇢,
Martignetti,Owls Nest,OWLS NEST GOLD MIST PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,0.75,9.99,030072 ⇢,
Martignetti,Seaglass,SEAGLASS PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,0.75,12.99,017161 ⇢,
Martignetti,Seaglass,SEAGLASS PINOT GRIGIO 187 3 PK,Domestic Pinot Grigio & Pinot Gris,0.56,11.99,035322 ⇢,
Martignetti,Sterling Vintners Cltn,STERLING PINOT GRIGIO VINTNERS COLLECTION,Domestic Pinot Grigio & Pinot Gris,0.75,9.99,043245 ⇢,
Martignetti,Stone Cellars,STONE CELLARS PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,1.5,13.99,035918 ⇢,
Martignetti,Sunny w Chance of Flowers,SUNNY W CHANCE OF FLOWERS PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,0.75,14.99,029862 ⇢,
Martignetti,Sutter Home,SUTTER HOME PINOT GRIGIO TETRA,Domestic Pinot Grigio & Pinot Gris,0.5,4.99,028621 ⇢,
Martignetti,Sutter Home,SUTTER HOME PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,0.75,5.99,039653 ⇢,
Martignetti,Sutter Home,SUTTER HOME PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,0.75,6.99,039652 ⇢,
Martignetti,Sycamore Lane,SYCAMORE LANE PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,0.75,5.79,042385 ⇢,
Martignetti,Sycamore Lane,SYCAMORE LANE PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,1.5,10.49,042386 ⇢,
Martignetti,Terra d Oro,TERRA D'ORO PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,0.75,11.99,043747 ⇢,
Martignetti,Three Thieves,THREE THIEVES PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,0.75,7.99,024128 ⇢,
Martignetti,Trinity Oaks,TRINITY OAKS PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,0.75,9.99,038128 ⇢,
Martignetti,Wine Cube,WINE CUBE PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,0.5,4.49,025939 ⇢,
Martignetti,Wine Cube,WINE CUBE PINOT GRIGIO,Domestic Pinot Grigio & Pinot Gris,3,16.99,025948 ⇢,
Martignetti,A by Acacia,A BY ACACIA PINOT NOIR CALIFORNIA,Domestic Pinot Noir,0.75,17.99,044234 ⇢,
Martignetti,Acacia,ACACIA PINOT NOIR - CARNEROS,Domestic Pinot Noir,0.75,27.99,025801 ⇢,
Martignetti,Andover Estate,ANDOVER ESTATE PINOT NOIR,Domestic Pinot Noir,0.75,14.99,026585 ⇢,
Martignetti,Angeline,ANGELINE PINOT NOIR CALIFORNIA,Domestic Pinot Noir,0.75,13.99,012220 ⇢,
Martignetti,Angeline,ANGELINE PINOT NOIR CALIFORNIA,Domestic Pinot Noir,0.38,7.99,018233 ⇢,
Martignetti,Angeline,ANGELINE PINOT NOIR RESERVE,Domestic Pinot Noir,0.75,16.99,041072 ⇢,
Martignetti,Annabella,ANNABELLA PINOT NOIR RRV,Domestic Pinot Noir,0.75,18.99,035687 ⇢,
Martignetti,Argyle,ARGYLE BLOOMHOUSE PINOT NOIR,Domestic Pinot Noir,0.75,16.99,060382 ⇢,
Martignetti,Argyle,ARGYLE PINOT NOIR  WILLAMETTE VALLEY,Domestic Pinot Noir,0.75,26.99,037049 ⇢,
Martignetti,Arista,ARISTA PINOT NOIR RUSSIAN RIVER VALLEY,Domestic Pinot Noir,0.75,69.99,038752 ⇢,
Martignetti,Atelier,ATELIER PINOT NOIR RRV,Domestic Pinot Noir,0.75,52.99,038895 ⇢,
Martignetti,Belle Glos,BELLE GLOS CLARK   TELEPHONE PINOT NOIR,Domestic Pinot Noir,0.75,54.99,042264 ⇢,
Martignetti,Belle Glos,BELLE GLOS PINOT NOIR TAYLOR LANE,Domestic Pinot Noir,1.5,279.99,035549 ⇢,
Martignetti,Belle Glos,BELLE GLOS PINOT NOIR  LAS ALTURAS,Domestic Pinot Noir,0.75,54.99,045474 ⇢,
Martignetti,Belle Glos,BELLE GLOS BALADE PINOT NOIR,Domestic Pinot Noir,0.75,24.99,035401 ⇢,
Martignetti,Belle Glos,BELLE GLOS DAIRYMAN VINEYARD PINOT NOIR,Domestic Pinot Noir,0.75,54.99,019799 ⇢,
Martignetti,Benton Lane,BENTON LANE ESTATE PINOT NOIR OREGON,Domestic Pinot Noir,0.75,37.99,031384 ⇢,
Martignetti,Benton Lane,BENTON LANE FIRST CLASS PINOT NOIR,Domestic Pinot Noir,0.75,59.99,020913 ⇢,
Martignetti,Bergstrom,BERGSTROM PINOT NOIR SILICE,Domestic Pinot Noir,0.75,109.99,037936 ⇢,
Martignetti,Blue Rock,BLUE ROCK BABY BLUE PINOT NOIR,Domestic Pinot Noir,0.75,37.99,060028 ⇢,
Martignetti,Boen,BOEN PINOT NOIR ON PREM,Domestic Pinot Noir,0.75,13.49,038905 ⇢,
Martignetti,Boen,BOEN TRI-APPELLATION PINOT NOIR,Domestic Pinot Noir,0.75,21.99,032995 ⇢,
Martignetti,Bogle,BOGLE PINOT NOIR  CALIFORNIA,Domestic Pinot Noir,0.75,13.99,044072 ⇢,
Martignetti,Bravium,BRAVIUM WILEY VINEYARD PINOT NOIR,Domestic Pinot Noir,0.75,29.99,029500 ⇢,
Martignetti,Ca Momi,CA MOMI PINOT NOIR NAPA VALLEY,Domestic Pinot Noir,0.75,26.99,018741 ⇢,
Martignetti,Calera,CALERA CENTRAL COAST PINOT NOIR,Domestic Pinot Noir,0.75,31.99,025084 ⇢,
Martignetti,Cellar No 8,CELLAR NO 8 PINOT NOIR,Domestic Pinot Noir,0.75,10.99,012450 ⇢,
Martignetti,Cline,CLINE PINOT NOIR SONOMA,Domestic Pinot Noir,0.75,18.99,017756 ⇢,
Martignetti,Cloudfall,CLOUDFALL PINOT NOIR,Domestic Pinot Noir,0.75,11.49,030235 ⇢,
Martignetti,Cloudline,CLOUDLINE PINOT NOIR,Domestic Pinot Noir,0.75,22.99,010361 ⇢,
Martignetti,Complicated,COMPLICATED PINOT NOIR,Domestic Pinot Noir,0.75,22.99,022919 ⇢,
Martignetti,Convene,CONVENE PINOT NOIR CAMPBELL RANCH,Domestic Pinot Noir,0.75,69.99,029289 ⇢,
Martignetti,Convene,CONVENE PINOT NOIR SONOMA COAST,Domestic Pinot Noir,0.75,59.99,029291 ⇢,
Martignetti,Cristom,CRISTOM ESTATE PINOT NOIR EOLA-AMITY HILLS,Domestic Pinot Noir,0.75,47.99,030657 ⇢,
Martignetti,Cristom,CRISTOM WILLAMETTE VALLEY PINOT NOIR,Domestic Pinot Noir,0.75,31.99,015816 ⇢,
Martignetti,Cristom,CRISTOM PINOT NOIR MT JEFFERSON CUVEE,Domestic Pinot Noir,0.75,44.99,026330 ⇢,
Martignetti,Cristom,CRISTOM PINOT NOIR JESSIE VYD 2021,Domestic Pinot Noir,0.75,79.99,030014 ⇢,
Martignetti,Cristom,CRISTOM PINOT NOIR EILEEN VYD 2021,Domestic Pinot Noir,0.75,79.99,030017 ⇢,
Martignetti,Cristom,CRISTOM PINOT NOIR MARJORIE VYD 2021,Domestic Pinot Noir,0.75,79.99,030018 ⇢,
Martignetti,Cristom,CRISTOM PINOT NOIR MARJORIE VINEYARD 2019,Domestic Pinot Noir,0.75,74.99,013720 ⇢,
Martignetti,Cristom,CRISTOM PINOT NOIR EILEEN VYD 2019,Domestic Pinot Noir,0.75,74.99,013719 ⇢,
Martignetti,Cristom,CRISTOM PINOT NOIR JESSIE VYD 2019,Domestic Pinot Noir,0.75,74.99,013717 ⇢,
Martignetti,Cristom,CRISTOM PINOT NOIR LOUISE VYD 2019,Domestic Pinot Noir,0.75,74.99,013715 ⇢,
Martignetti,Crossbarn,CROSSBARN PINOT NOIR SONOMA,Domestic Pinot Noir,0.75,36.99,012149 ⇢,
Martignetti,Dante,DANTE PINOT NOIR,Domestic Pinot Noir,0.75,10.99,016567 ⇢,
Martignetti,Davis Bynum,DAVID BYNUM PINOT NOIR RRV,Domestic Pinot Noir,0.75,29.99,019855 ⇢,
Martignetti,Decoy by Duckhorn,DECOY BY DUCKHORN PN,Domestic Pinot Noir,0.75,22.99,013661 ⇢,
Martignetti,Decoy Limited,DECOY LIMITED PINOT NOIR,Domestic Pinot Noir,0.75,29.99,018728 ⇢,
Martignetti,Dobbes Estate,DOBBES EST GRAND ASSEMBLAGE PINOT NOIR,Domestic Pinot Noir,0.75,27.99,028995 ⇢,
Martignetti,Dom Drouhin Oregon,DOMAINE DROUHIN OREGON PINOT NOIR,Domestic Pinot Noir,0.75,49.99,024757 ⇢,
Martignetti,DuMOL,DUMOL PINOT NOIR WESTER REACH RRV,Domestic Pinot Noir,0.75,74.99,030057 ⇢,
Martignetti,Elk Cove,ELK COVE  MT. RICHMOND  PINOT NOIR,Domestic Pinot Noir,0.75,54.99,043363 ⇢,
Martignetti,Elk Cove,ELK COVE PINOT NOIR,Domestic Pinot Noir,0.75,36.99,029353 ⇢,
Martignetti,Elouan,ELOUAN PINOT NOIR ON PREM,Domestic Pinot Noir,0.75,13.49,038904 ⇢,
Martignetti,Elouan,ELOUAN PINOT NOIR,Domestic Pinot Noir,0.75,20.99,022417 ⇢,
Martignetti,EnRoute,ENROUTE PINOT NOIR,Domestic Pinot Noir,0.75,55.99,022336 ⇢,
Martignetti,Etude,ETUDE PINOT NOIR  CARNEROS,Domestic Pinot Noir,0.75,46.99,033441 ⇢,
Martignetti,FEL,FEL PINOT NOIR ANDERSON VALLEY,Domestic Pinot Noir,0.75,37.99,018183 ⇢,
Martignetti,Fess Parker,FESS PARKER PINOT NOIR SANFORD BENEDICT,Domestic Pinot Noir,0.75,54.99,020545 ⇢,
Martignetti,Fess Parker,FESS PARKER PINOT NOIR SANTA RITA HILLS,Domestic Pinot Noir,0.75,29.99,031561 ⇢,
Martignetti,Fess Parker,FESS PARKER PINOT NOIR ASHLEYS VINEYARD,Domestic Pinot Noir,0.75,54.99,026856 ⇢,
Martignetti,FitVine,FITVINE PINOT NOIR,Domestic Pinot Noir,0.75,19.99,029156 ⇢,
Martignetti,Fleur de California,FLEUR DE CALIFORNIA PINOT NOIR CARNEROS,Domestic Pinot Noir,0.75,24.99,024398 ⇢,
Martignetti,Flowers,FLOWERS PINOT NOIR SONOMA ON PREMISE,Domestic Pinot Noir,0.75,33.99,061513 ⇢,
Martignetti,Flowers,FLOWERS SONOMA COAST PINOT NOIR,Domestic Pinot Noir,0.75,69.99,015232 ⇢,
Martignetti,Folie a Deux,FOLIE A DEUX PINOT NOIR,Domestic Pinot Noir,0.75,19.99,027769 ⇢,
Martignetti,Frank Family Vineyards,FRANK FAMILY VINEYARDS PINOT NOIR,Domestic Pinot Noir,0.75,36.99,022722 ⇢,
Martignetti,Gary Farrell,GARY FARRELL RUSSIAN RIVER PINOT NOIR,Domestic Pinot Noir,0.75,51.99,023195 ⇢,
Martignetti,Goldeneye,GOLDENEYE ANDERSON VALLEY PINOT NOIR,Domestic Pinot Noir,0.75,59.99,041868 ⇢,
Martignetti,Goldeneye,GOLDENEYE PINOT NOIR GOWAN CREEK,Domestic Pinot Noir,0.75,92.99,038715 ⇢,
Martignetti,Hess Select,HESS SELECT PINOT NOIR,Domestic Pinot Noir,0.75,20.99,020162 ⇢,
